-,-,-
-844, -346, 439
-844, -346, 439
-847, -297, 424
-835, -320, 383
-839, -337, 392
-837, -339, 424
-853, -331, 447
-826, -308, 421
-804, -285, 320
-821, -304, 313
-852, -324, 338
-859, -323, 438
-833, -315, 445
-834, -309, 462
-834, -309, 462
-840, -309, 466
-856, -307, 500
-847, -301, 524
-820, -280, 512
-822, -306, 510
-819, -317, 529
-818, -316, 544
-812, -343, 548
-784, -338, 547
-768, -347, 563
-759, -390, 637
-759, -390, 637
-758, -456, 769
-747, -488, 819
-754, -472, 800
-763, -439, 824
-763, -488, 893
-756, -642, 1045
-744, -591, 927
-686, -467, 688
-641, -356, 453
-660, -303, 321
-605, -291, 210
-585, -285, 130
-585, -285, 130
-638, -240, 157
-673, -129, 72
-695, -12, 60
-619, 76, -250
-592, 97, -586
-592, 313, -1037
-642, 507, -1698
-686, 574, -1997
-764, 312, -1855
-819, -55, -1320
-935, -222, -884
-909, -148, -918
-854, -195, -812
-822, -346, -366
-822, -346, -366
-815, -511, 42
-784, -570, 314
-725, -599, 616
-672, -621, 858
-639, -667, 1069
-625, -745, 1272
-585, -737, 1244
-537, -727, 1222
-471, -667, 1252
-384, -644, 1309
-307, -733, 1393
-253, -793, 1438
-262, -815, 1427
-236, -783, 1447
-192, -724, 1344
-192, -764, 1220
-195, -792, 1220
-244, -809, 1158
-292, -758, 965
-319, -628, 739
-342, -521, 697
-342, -521, 697
-443, -503, 600
-583, -516, 518
-673, -485, 298
-731, -502, 104
-770, -472, 10
-827, -405, -87
-945, -385, -175
-1027, -410, -363
-1065, -380, -487
-1061, -339, -521
-1098, -352, -424
-1143, -365, -429
-1168, -380, -410
-1172, -383, -420
-1173, -410, -315
-1120, -442, -235
-1079, -469, -189
-,-,-
-716, -178, 417
-728, -250, 502
-733, -338, 716
-713, -241, 880
-713, -241, 880
-666, -228, 974
-650, -298, 1200
-566, -362, 1200
-571, -401, 1058
-594, -491, 1046
-598, -536, 941
-629, -488, 766
-650, -511, 506
-678, -479, 209
-694, -353, -36
-684, -238, -254
-670, -101, -482
-694, -26, -722
-702, 42, -847
-712, 108, -1036
-682, 141, -1235
-682, 141, -1235
-672, 43, -1260
-782, -30, -1136
-905, -42, -1075
-882, 7, -1142
-785, 21, -1219
-778, -59, -1219
-765, -134, -1116
-713, -206, -1080
-664, -264, -874
-651, -350, -513
-588, -387, -307
-517, -484, -88
-473, -619, 362
-433, -671, 781
-393, -634, 1036
-374, -691, 1280
-409, -771, 1491
-467, -866, 1626
-482, -896, 1647
-463, -968, 1669
-435, -1078, 1710
-466, -1140, 1718
-470, -1091, 1513
-445, -1055, 1297
-432, -1037, 1092
-443, -1069, 990
-446, -969, 863
-440, -825, 658
-479, -758, 536
-548, -768, 400
-548, -768, 400
-551, -696, 243
-567, -641, 111
-607, -475, 52
-693, -393, 28
-680, -373, -197
-604, -341, -485
-639, -257, -757
-738, -260, -738
-788, -298, -873
-757, -330, -996
-739, -338, -1001
-771, -259, -1000
-845, -281, -873
-879, -313, -753
-883, -453, -725
-892, -523, -855
-906, -556, -794
-941, -503, -720
-,-,-
-828, -181, 460
-770, -394, 613
-737, -325, 751
-719, -294, 803
-758, -367, 1003
-709, -461, 1199
-641, -565, 1211
-642, -514, 1100
-593, -456, 971
-507, -527, 770
-507, -527, 770
-429, -559, 547
-475, -427, 149
-521, -315, -151
-493, -121, -554
-473, 22, -835
-509, 52, -848
-581, 73, -794
-648, 76, -844
-668, 39, -1074
-706, 10, -1213
-706, 10, -1213
-714, 58, -1241
-719, 26, -1257
-760, -3, -1340
-829, -67, -1471
-825, -162, -1583
-737, -250, -1572
-617, -242, -1226
-623, -395, -828
-585, -430, -642
-461, -393, -320
-370, -424, 438
-377, -438, 1105
-365, -409, 1274
-298, -407, 1418
-341, -509, 1849
-405, -602, 1998
-435, -617, 1932
-412, -563, 1594
-376, -615, 1481
-315, -627, 1571
-232, -623, 1586
-166, -646, 1526
-112, -646, 1515
-55, -628, 1441
-48, -575, 1247
-113, -636, 1015
-152, -659, 767
-152, -659, 767
-228, -631, 557
-420, -490, 338
-639, -558, -56
-796, -661, -435
-869, -716, -507
-889, -711, -372
-993, -757, -411
-1049, -791, -377
-1023, -810, -585
-990, -795, -619
-987, -730, -548
-976, -656, -392
-991, -648, -287
-977, -672, -249
-984, -725, -185
-997, -754, -103
-991, -753, -146
-,-,-
-493, -166, 605
-519, -189, 672
-557, -188, 801
-496, -147, 918
-448, -74, 1100
-510, -92, 1305
-539, -57, 1398
-473, -6, 1319
-407, -18, 1351
-391, -55, 1401
-391, -55, 1401
-374, -24, 1195
-386, -37, 941
-424, -179, 749
-470, -265, 524
-501, -232, 291
-567, -237, 26
-690, -317, -299
-787, -354, -585
-856, -385, -977
-917, -408, -1133
-953, -419, -1080
-1019, -428, -836
-1050, -411, -615
-1029, -399, -497
-1001, -448, -533
-976, -551, -555
-920, -623, -610
-859, -601, -743
-820, -571, -650
-767, -524, -440
-708, -555, -391
-619, -518, -471
-614, -473, -281
-623, -446, 106
-568, -425, 308
-568, -425, 308
-482, -413, 400
-389, -344, 771
-360, -309, 1095
-363, -322, 1242
-341, -334, 1254
-275, -249, 1495
-164, -68, 1902
-109, 27, 1998
-73, 28, 1907
-48, -62, 1846
-17, -124, 1813
11, -165, 1687
11, -165, 1687
0, -206, 1495
-66, -276, 1396
-148, -382, 1229
-209, -503, 1096
-275, -578, 1006
-356, -542, 924
-466, -593, 824
-552, -709, 716
-580, -753, 664
-616, -656, 468
-702, -596, 290
-702, -596, 290
-798, -576, 132
-860, -577, 90
-823, -490, 74
-789, -417, 53
-849, -468, 8
-934, -611, -58
-998, -797, -190
-1025, -840, -270
-1023, -800, -167
-986, -712, -25
-967, -653, 28
-967, -653, 28
-954, -649, 80
-963, -665, 96
-,-,-
-571, -178, 549
-638, -196, 599
-666, -205, 744
-622, -161, 716
-606, -128, 736
-595, -167, 911
-581, -154, 1131
-522, -90, 1239
-529, -93, 1286
-516, -118, 1296
-453, -119, 1203
-444, -91, 1145
-444, -91, 1145
-480, -148, 1028
-473, -155, 818
-491, -120, 535
-553, -107, 266
-648, -159, 94
-724, -202, -74
-814, -212, -444
-904, -229, -1115
-931, -236, -1419
-970, -308, -1089
-1007, -376, -634
-1036, -477, -373
-1008, -581, -446
-979, -664, -586
-927, -652, -786
-887, -610, -822
-868, -604, -605
-771, -555, -459
-633, -503, -452
-555, -414, -403
-571, -468, -127
-534, -477, 298
-445, -423, 538
-366, -451, 580
-280, -419, 833
-280, -419, 833
-210, -265, 1319
-140, -94, 1637
-83, 64, 1733
-54, 129, 1752
-3, 148, 1875
90, 143, 1991
109, 120, 1988
109, 120, 1988
87, 54, 1887
116, 21, 1675
145, -42, 1573
154, -112, 1516
111, -178, 1452
61, -233, 1340
61, -233, 1340
5, -352, 1210
-52, -463, 1133
-120, -514, 944
-228, -504, 828
-385, -568, 812
-458, -595, 713
-470, -563, 545
-588, -441, 459
-719, -465, 447
-719, -465, 447
-737, -503, 300
-699, -520, 190
-750, -620, 109
-863, -741, -23
-927, -812, -146
-961, -858, -125
-948, -839, 4
-929, -770, 78
-922, -739, 141
-941, -729, 162
-970, -771, 192
-970, -771, 192
-978, -826, 228
-985, -841, 202
-,-,-
-432, -230, 689
-412, -83, 704
-427, -119, 683
-501, -217, 800
-502, -259, 853
-453, -173, 1054
-462, -33, 1271
-462, -33, 1271
-503, -14, 1440
-493, 0, 1445
-430, -7, 1345
-403, -16, 1237
-356, -2, 1103
-349, -26, 985
-420, -81, 806
-420, -81, 806
-434, -148, 690
-419, -158, 574
-489, -177, 450
-609, -240, 180
-663, -348, -124
-690, -403, -409
-760, -481, -826
-835, -510, -1204
-867, -558, -1349
-893, -586, -1306
-937, -631, -1294
-960, -697, -1214
-913, -811, -1064
-824, -938, -823
-809, -1018, -650
-808, -955, -691
-714, -928, -558
-515, -810, -341
-364, -673, 6
-245, -581, 259
-173, -519, 513
-71, -452, 903
-24, -373, 1261
-24, -373, 1261
-9, -254, 1380
-14, -165, 1453
36, 2, 1674
144, 130, 1934
243, 225, 1998
243, 177, 1998
243, 177, 1998
259, 36, 1998
301, -51, 1949
331, -71, 1848
330, -53, 1718
284, -64, 1583
230, -125, 1410
169, -318, 1306
169, -318, 1306
127, -379, 1184
65, -379, 1077
-52, -442, 950
-176, -586, 900
-263, -676, 751
-260, -567, 624
-426, -477, 209
-538, -591, 526
-735, -821, 225
-789, -708, -100
-842, -561, -73
-842, -561, -73
-956, -651, -298
-1051, -714, -391
-960, -635, -244
-958, -723, -158
-926, -735, -101
-922, -751, -72
-923, -776, -158
-899, -787, -235
-879, -777, -53
-855, -773, 144
-838, -734, 256
-829, -760, 230
-874, -822, 108
-909, -877, 31
-893, -826, -10
-921, -799, -55
-,-,-
-672, 37, 620
-673, -8, 748
-667, 5, 861
-588, 63, 990
-588, 63, 990
-542, 184, 1120
-540, 160, 1293
-467, 126, 1449
-357, 116, 1415
-379, 86, 1378
-382, 32, 1255
-365, -82, 1067
-360, -100, 870
-360, -100, 870
-401, -42, 723
-492, -62, 486
-580, -150, 273
-645, -195, -39
-703, -301, -193
-820, -348, -499
-881, -245, -942
-930, -185, -1146
-964, -224, -924
-987, -251, -623
-1025, -305, -471
-1097, -416, -521
-1127, -516, -635
-1095, -627, -770
-1043, -741, -788
-982, -740, -593
-896, -584, -404
-868, -460, -316
-867, -466, -322
-813, -526, -244
-721, -538, -114
-591, -508, -23
-470, -467, 111
-317, -414, 416
-138, -269, 857
0, -131, 1198
0, -131, 1198
130, 57, 1460
189, 221, 1745
216, 340, 1876
244, 371, 1863
238, 297, 1849
238, 297, 1849
194, 192, 1802
198, 122, 1680
215, 92, 1587
225, 107, 1534
251, 122, 1499
257, 105, 1458
257, 105, 1458
244, 77, 1360
205, 27, 1279
135, -60, 1258
89, -156, 1239
26, -250, 1236
-32, -250, 1146
-32, -250, 1146
-113, -167, 982
-209, -182, 931
-279, -237, 982
-365, -286, 928
-494, -305, 817
-629, -386, 626
-734, -524, 470
-828, -707, 385
-855, -732, 361
-926, -709, 297
-978, -679, 224
-978, -679, 224
-1016, -682, 162
-1010, -635, 155
-968, -551, 231
-932, -500, 315
-903, -462, 403
-884, -439, 453
-880, -417, 462
